Date:,Title:,URL:,Publication:,Author:,Pro-Anti:,Topic #:,Content:
2/21/2025,2 more people have been charged in the killing of a transgender man in upstate New York,https://www.cnn.com/2025/02/21/us/transgender-man-murder-new-york-charges/index.html,CNN,None listed (originally from the Associated Press),Pro ,3,"Two more people have been charged with murder in the death of a transgender man who authorities say was tortured for more than a month before being killed in upstate New York.

New York State Police said they arrested Kimberly Sochia, 29, of Canandaigua, and Thomas Eaves, 21, of Geneva on Thursday and charged with them with second-degree murder.

Five people were charged with second-degree murder last week in the death of Sam Nordquist, a 24-year-old transgender man whose body was found discarded in a field this month. Authorities say Nordquist died following repeated acts of violence and torture for more than a month by multiple people.

Sochia and Eaves were remanded to county jail pending arraignment. It was not clear if they had attorneys. There was no comment from the public defender’s office.

Nordquist was originally from Minnesota and traveled to the Finger Lakes area last September. He was reported missing on Feb. 9.

Authorities said Sunday his assailants were known to each other, identified as LGBTQ+ and there was no evidence of a hate crime."
3/10/2025,"Supreme Court will take up state bans on conversion therapy for LGBTQ+ children, in a Colorado case",https://apnews.com/article/supreme-court-lgbtq-conversion-therapy-ban-2f7d1648a274dec4f99ea99c7245245f,Associated Press,Mark Sherman,Pro ,2,"The Supreme Court agreed on Monday in a case from Colorado to decide whether state and local governments can enforce laws banning conversion therapy for LGBTQ+ children.

The conservative-led court is taking up the case amid actions by President Donald Trump targeting transgender people, including a ban on military service and an end to federal funding for gender-affirming care for transgender minors.

The justices also have heard arguments in a Tennessee case over whether state bans on treating transgender minors violate the Constitution. But they have yet to issue a decision.

Colorado is among roughly half the states that prohibit the practice of trying to change a person’s sexual orientation or gender identity through counseling.

The issue is whether the law violates the speech rights of counselors. Defenders of such laws argue that they regulate the conduct of professionals who are licensed by the state. The 10th U.S. Circuit Court of Appeals in Denver upheld the state law. The 11th U.S. Circuit Court of Appeals in Atlanta has struck down local local bans in Florida.

In 2023, the court had turned away a similar challenge, despite a split among federal appeals courts that had weighed state bans and come to differing decisions.

At the time, three justices, Samuel Alito, Brett Kavanaugh and Clarence Thomas, said they would have taken on the issue. It takes four justices to grant review. The nine-member court does not typically reveal how justices vote at this stage of a case so it’s unclear who might have provided the fourth vote.


The case will be argued in the court’s new term, which begins in October. The appeal on behalf of Kaley Chiles, a counselor in Colorado Springs, was filed by Alliance Defending Freedom, a conservative legal organization that has appeared frequently at the court in recent years in cases involving high-profile social issues.

Chiles has had to turn away clients because of the law, ADF lawyer Jim Campbell said Monday on a conference call for reporters, though he declined to say how many.

Chiles said the law, with potential fines of $5,000 and license suspension or even revocation, “interferes with my ability to serve my clients with integrity.”

One of ADF’s earlier cases was a 5-4 decision in 2018 in which the justices ruled that California could not force state-licensed anti-abortion crisis pregnancy centers to provide information about abortion.

Chiles’ lawyers leaned heavily on that decision in asking the court to take up her case. They wrote that Chiles doesn’t “seek to ‘cure’ clients of same-sex attractions or to ‘change’ clients’ sexual orientation.”

In arguing for the court to reject the appeal, lawyers for Colorado wrote that lawmakers acted to regulate professional conduct, “based on overwhelming evidence that efforts to change a child’s sexual orientation or gender identity are unsafe and ineffective.”"
3/7/2025,Lawsuit aims to strike down LGBTQ antidiscrimination protections in Pennsylvania,https://apnews.com/article/transgender-pennsylvania-discrimination-sex-lawsuit-josh-shapiro-185bb0f3cadbbb8a1eb4e5de2a8d9bb4,Associated Press,Marc Levy,Pro ,"15, 17","Two public school districts and several parents have sued Pennsylvania in a bid to undo antidiscrimination protections for gay and transgender people, saying the state’s two-year-old regulation is illegal because it goes beyond what lawmakers intended or allowed.

The lawsuit comes amid a national debate over the rights of transgender high school athletes to compete in women’s sports, and was filed in the statewide Commonwealth Court late Thursday.

If the lawsuit is successful, the Pennsylvania Human Relations Commission would no longer be able to investigate complaints about discrimination involving sexual orientation, gender identity and gender expression. The plaintiffs’ lawyers also say a favorable ruling in court would bar transgender student athletes from competing in women’s high school sports in Pennsylvania. The plaintiffs include two districts — South Side Area and Knoch, both in western Pennsylvania — and two Republican state lawmakers, Reps. Aaron Bernstine and Barbara Gleim, as well as three parents and seven students.

The lawsuit names Gov. Josh Shapiro, a Democrat, and the Pennsylvania Human Relations Commission, which investigates complaints about discrimination because of someone’s race, sex, religion, age or disability in housing, employment and public accommodations.

Shapiro’s office said it had no immediate comment Friday, and the commission did not respond to an inquiry about the lawsuit Friday.


The lawsuit is aimed at the definition of sex discrimination, which the commission expanded by regulation to include sexual orientation, gender identity and gender expression. The regulation was approved in late 2022 by a separate regulatory gatekeeper agency, and it took effect in 2023.

The plaintiffs contend that the state Supreme Court has interpreted the term “sex” as used in the Pennsylvania Constitution to mean either male or female. They also contend that the state Legislature never gave permission to the Human Relations Commission to write regulations expanding the legal definition of sex discrimination, making the regulation a violation of the Legislature’s constitutional authority over lawmaking.

The commission has justified the expanded definition by saying that state courts have held that Pennsylvania’s antidiscrimination laws are to be interpreted consistently with federal antidiscrimination law. The commission can negotiate settlements between parties or impose civil penalties, such as back pay or damages.

For years, Democratic lawmakers tried to change the law to add the terms sexual orientation, gender identity and gender expression to the portfolio of complaints that the Human Relations Commission could investigate. Every time, Republican lawmakers blocked the effort.

Shapiro, in the past, has backed the Democrats’ legislation and in 2021 called GOP-backed legislation to prohibit transgender athletes from playing women’s high school and college sports “cruel.”

Most states have laws against discriminating against gay or transgender people in employment, housing and public accommodations or investigate such complaints, according to the Human Rights Campaign, which advocates for equality for LGBTQ people."
3/8/2025,Which US companies are pulling back on diversity initiatives?,https://apnews.com/article/dei-diversity-equity-inclusion-companies-lawsuits-2193ef0a864db968e6934f971f78e8f2,Associated Press,None listed,Pro ,18,"A growing number of prominent companies have scaled back or set aside the diversity, equity and inclusion initiatives that much of corporate America endorsed following the protests that accompanied the Minneapolis police killing of George Floyd, a Black man, in 2020.

The changes have come in response to a campaign by conservative activists to target workplace programs in the courts and social media, and more recently, President Donald Trump’s executive orders aimed at upending DEI policies in both the federal government and private sector.

DEI policies typically are intended to root out systemic barriers to the advancement of historically marginalized groups in certain fields or roles. Critics argue that some education, government and business programs are discriminatory because they single out participants based on factors such as race, gender and sexual orientation. They have targeted corporate sponsorships, employee-led affinity groups, programs aimed at steering contracts to minority or women-owned businesses, and goals that some companies established for increasing minority representation in leadership ranks. While hiring or promotion decisions based on race or gender is illegal under Title VII of the 1964 Civil Rights Act in most circumstances, companies say they are not doing that. Instead, they say they aspire to diversify their workforce over time through policies like widening candidate pools for job openings.

These are some of the companies that have retreated from DEI: Uber
After an conducting an internal investigation that found rampant sexual harassment issues within its corporate office under its founder and former CEO Travis Kalanick, Uber has been focused on overhauling its corporate culture since its current CEO Dara Khosrowshahi took over in 2017.

Those changes had included a ramped-up commitment to diversity and inclusion as part of a commitment that the ride-hailing service highlighted in a section of its annual report for 2023.

But Uber dropped its diversity and inclusion section from its 2024 annual report filed last month. And the word “diversity” doesn’t appear anywhere in its 135 pages.

Uber didn’t immediately respond to a request for comment Friday.

Salesforce
Salesforce CEO Marc Benioff once was on a crusade to inspire other corporate leaders to become social activists in a drive to fix a “train wreck” of inequality, but he has since toned down that message while pledging to work with President Donald Trump “to drive American success and prosperity for all.”

Although Benioff personally has remained an outspoken supporter of LGBTQ+ rights, Salesforce is no longer touting its diversity program. After carving out a section of its annual report filed last year to declare, “Equality, Diversity and Inclusion Equality is a core value at Salesforce,” the San Francisco excluded any discussion of diversity programs in its latest annual report filed March 5.

“While we don’t have representation goals, we remain committed to our value of equality,” Salesforce said in a statement.

Pepsi
PepsiCo confirmed that it’s ending some of its diversity, equity and inclusion initiatives, even as rival Coca-Cola voiced support for its own inclusion efforts.

In a memo sent to employees, PepsiCo CEO Ramon Laguarta said the company will no longer set goals for minority representation in its managerial roles or supplier base. The company will also align its sponsorships to events and groups that promote business growth, he said.

Laguarta wrote that inclusion remains important to PepsiCo, whose brands include Gatorade, Lay’s potato chips, Doritos, Mountain Dew as well as Pepsi. The Purchase, New York-based company’s chief diversity officer will transition to a broader role focused on employee engagement, leadership development and ensuring an inclusive culture, he said.

Goldman Sachs
Investment firm Goldman Sachs confirmed that it was dropping a requirement that forced IPO clients to include women and members of minority groups on their board of directors.

“As a result of legal developments related to board diversity requirements, we ended our formal board diversity policy,” said a Goldman Sachs spokesman in an email to The Associated Press. “We continue to believe that successful boards benefit from diverse backgrounds and perspectives, and we will encourage them to take this approach.”

Goldman Sachs said that it will still have a placement service that connects its clients with diverse candidates to serve on their boards. 
Google
Google rescinded a goal it had set in 2020 to increase representation of underrepresented groups among the company’s leadership team by 30% within five years. In a memo to employees, the company also said it was considering other changes in response to Trump’s executive order aimed at prohibiting federal contractors from conducting DEI practices that constitute “illegal discrimination.”

Google’s parent company Alphabet also signaled things were changing in its annual 10-K report filed with the Securities and Exchange Commission. The report dropped a boilerplate sentence it has used since 2020 declaring that the company is “committed to making diversity, equity, and inclusion part of everything we do and to growing a workforce that is representative of the users we serve.”

Target
The retailer said that changes to its “Belonging at the Bullseye” strategy would include ending a program it established to help Black employees build meaningful careers, improve the experience of Black shoppers and to promote Black-owned businesses following Floyd’s death in Minneapolis, where Target has its headquarters.

Target, which operates nearly 2,000 stores nationwide and employs more than 400,000 people, said it also would conclude the diversity, equity and inclusion, or DEI, goals it previously set in three-year cycles.

The goals included hiring and promoting more women and members of racial minority groups, and recruiting more diverse suppliers, including businesses owned by people of color, women, LGBTQ+ people, veterans and people with disabilities.

Target also will no longer participate in surveys designed to gauge the effectiveness of its actions, including an annual index compiled by the Human Rights Campaign, a national LGBTQ+ rights organization. Target also said it would further evaluate corporate partnerships to ensure they’re connected directly to business objectives, but declined to share details.

Meta Platforms
The parent company of Facebook and Instagram said it was getting rid of its diversity, equity and inclusion program, which featured policies for hiring, training and picking vendors.

Like other companies that announced similar changes before Meta, the social media giant said it had been reviewing the program since the Supreme Court’s July 2023 ruling upending affirmative action in higher education.

Citing an internal memo sent to employees, news website Axios reported the Menlo Park, California-based tech giant said it would no longer have a team focused on diversity and inclusion and will instead “focus on how to apply fair and consistent practices that mitigate bias for all, no matter your background.” The change means the company will also end its “diverse slate approach” to hiring, which involved considering a diverse pool of candidates for every open position.

Amazon
Amazon said it was halting some of its DEI programs, although it did not specify which ones. In a Dec. 16 memo to employees, Candi Castleberry, a senior human resources executive, said the company has been “winding down outdated programs and materials, and we’re aiming to complete that by the end of 2024.”

“We also know there will always be individuals or teams who continue to do well-intentioned things that don’t align with our company-wide approach, and we might not always see those right away. But we’ll keep at it,” she wrote.

Rather than “have individual groups build programs,” Castleberry said, Amazon is “focusing on programs with proven outcomes – and we also aim to foster a more truly inclusive culture.”

McDonald’s
McDonald’s said on Jan. 6 that it would retire specific goals for achieving diversity at senior leadership levels. It also planned to end a program that encouraged its suppliers to develop diversity training and to increase the number of minority group members represented within their own leadership ranks.

McDonald’s later said it was changing — but not eliminating — a scholarship program for Latino students after it was sued by a group that opposes affirmative action. The program will now be open to any student who can demonstrate an impact on the Latino community, the fast-food giant said. Applicants no longer need to have at least one Latino parent.

In an open letter to employees and franchisees, McDonald’s senior leadership team said it remained committed to inclusion and believes that having a diverse workforce is a competitive advantage. The company said it would continue to publicly report its demographic information and spending on diverse-owned suppliers.

Walmart
The world’s largest retailer confirmed in November that it would not be renewing a five-year commitment to a racial equity center set up in 2020 after the police killing of George Floyd, and that it would stop participating in the HRC’s Corporate Equality Index.

Walmart also said it will better monitor its third-party marketplace to make sure items sold there do not include products aimed at LGBTQ+ minors, including chest binders intended for transgender youth.

Additionally, the company will no longer consider race and gender as a litmus test to improve diversity when it offers supplier contracts and it won’t be gathering demographic data when determining financing eligibility for those grants.

Ford
CEO Jim Farley sent a memo to the automaker’s employees in August outlining changes to the company’s DEI policies, including a decision to stop taking part in HRC’s Corporate Equality Index.

Ford, he wrote, had been looking at its policies for a year. The company doesn’t use hiring quotas or tie compensation to specific diversity goals but remains committed to “fostering a safe and inclusive workplace,” Farley said.

“We will continue to put our effort and resources into taking care of our customers, our team, and our communities versus publicly commenting on the many polarizing issues of the day,” the memo said.

Lowe’s
In August, Lowe’s executive leadership said the company began “reviewing” its programs following the Supreme Court’s affirmative action ruling and decided to combine its employee resource groups into one umbrella organization. Previously, the company had “individual groups representing diverse sections of our associate population.”

The retailer also will no longer participate in the HRC index, and will stop sponsoring and participating in events, such as festivals and parades, that are outside of its business areas.

Harley-Davidson
In a post on X in August, Harley-Davidson said the company would review all sponsorships and organizations it was affiliated with, and that all would have to be centrally approved. It said the company would focus exclusively on growing the sport of motorcycling and retaining its loyal riding community, in addition to supporting first responders, active military members and veterans.

The motorcycle maker said it would no longer participate in the ranking of workplace equality compiled by the HRC, and that its trainings would be related to the needs of the business and absent of socially motivated content.

Harley-Davidson also said it does not have hiring quotas and would no longer have supplier diversity spending goals.

Brown-Forman
The parent company of Jack Daniels also pulled out from participating in the HRC’s Corporate Equality Index, among other changes. Its leaders sent an email to employees in August saying the company launched its diversity and inclusion strategy in 2019, but since then “the world has evolved, our business has changed, and the legal and external landscape has shifted dramatically.”

The company said it would remove its quantitative workforce and supplier diversity ambitions, ensure incentives and employee goals were tied to business performance, and review training programs for consistency with a revised strategy.

“Brown-Forman continues to foster an inclusive work environment where everyone is welcomed, respected, and able to bring their best self to work,” spokeswoman Elizabeth Conway said in an email.

John Deere
The farm equipment maker said in July that it would no longer sponsor “social or cultural awareness” events, and that it would audit all training materials “to ensure the absence of socially-motivated messages” in compliance with federal and local laws.

Moline, Illinois-based John Deere added “the existence of diversity quotas and pronoun identification have never been and are not company policy.” But it noted that it would still continue to “track and advance” the diversity of the company.

Tractor Supply
The retailer in June said it was ending an array of corporate diversity and climate efforts, a move that came after weeks of online conservative backlash against the rural retailer.

Tractor Supply said it would be eliminating all of its DEI roles while retiring current DEI goals. The company added that it would “stop sponsoring non-business activities” such as Pride festivals or voting campaigns — and no longer submit data for the HRC index.

The Brentwood, Tennessee-based company, which sells products ranging from farming equipment to pet supplies, also said that it would withdraw from its carbon emission goals to instead “focus on our land and water conservation efforts.”

The National Black Farmers Association called on Tractor Supply’s president and CEO to step down shortly after the company’s announcement."
3/6/2025,Georgia lawmakers spurn DEI ban and consider sports betting at deadline,https://apnews.com/article/georgia-general-assembly-lawmakers-crossover-bills-f8b9791b54be64ecc5a965bd94fbf374,Associated Press,None listed,Pro ,18,"TRANSGENDER RIGHTS: Both Senate Bill 1 and House Bill 267 would ban transgender girls and women from playing girls’ and women’s sports, while Senate Bill 39 would ban the state and its health plans for paying for gender-affirming care, and Senate Bill 185 would ban the state from paying for gender- affirming care for prisoners. Senate Bill 30 would ban physicians from prescribing drugs that block puberty to transgender youth."
3/4/2025,Judge orders longer-term nationwide block on Trump orders on transgender youth health care,https://apnews.com/article/trump-transgender-youth-healthcare-lawsuit-293f3825495e23a5b7e7075c414dbffe,Associated Press,None listed,Pro ,"2, 5","A federal judge extended a nationwide block Tuesday on President Donald Trump’s executive orders halting federal funding for providers of gender-affirming health care for transgender people under age 19.

The judge’s ruling came in a lawsuit filed earlier this month on behalf of families with transgender or nonbinary children who allege their health care has already been compromised by the president’s orders.

A national group for family of LGBTQ+ people and a doctors organization are also plaintiffs in the court challenge, one of more than 100 lawsuits opposing a slew of executive orders Trump has issued as he seeks to reverse the policies of former President Joe Biden.

The preliminary injunction from U.S. District Judge Brendan Hurson in Baltimore, a Biden nominee, keeps enforcement of the orders on hold while the case plays out, though the administration is expected to appeal.

Several hospitals across the country halted such care for minors in the days after Trump’s order to avoid losing federal funding.

Another judge in Seattle has also blocked the orders in four states in a separate lawsuit filed by a group of Democratic-led states."
3/3/2025,Bill to ban trans athletes from girls’ and women’s sports teams fails to advance in Senate,https://apnews.com/article/transgender-athletes-congress-dfd81b15ebc09409f1bf6c8642f130f3,Associated Press,Stephen Groves,Pro ,10,"Legislation that aimed to bar transgender women and girls nationwide from participating in school athletic competitions designated for female athletes failed to advance Monday night in a divided Senate as Democrats stood united against an issue that Republicans leveraged in last year’s elections.

A test vote on the bill failed to gain the 60 votes needed to advance in the chamber as senators stuck to party lines in a 51-45 vote tally.

The bill sought to determine Title IX protections “based solely on a person’s reproductive biology and genetics at birth.” The vote came as Republicans have homed in repeatedly on the social cause, casting it as an issue of ensuring athletic fairness for women and girls. President Donald Trump signed an executive order last month giving federal agencies wide latitude to ensure entities that receive federal funding abide by Title IX in alignment with the administration’s view, which interprets “sex” as the gender someone was assigned at birth. Still, Republicans in Congress have set their sights on enshrining that policy into law by amending the 1972 Title IX law, which protects people from discrimination based on sex in education programs or activities that receive federal financial assistance.

“Around the country we have seen men — biological men who identify as women — take up spaces and medals in athletics meant for actual women,” said Senate Majority Leader John Thune, R-S.D., adding, “This is a matter of fairness and equality.” The House had already passed similar legislation with only two Democrats in support, but the setback for the bill in the Senate showed the steep climb for any legislation that targets LGBTQ people. Democrats slammed the bill as both a distraction from more pressing issues and a federal overreach into local school decisions.

“What Republicans are doing today is inventing a problem to stir up a culture war and divide people against each other,” Sen. Brian Schatz, D-Hawaii, said in a floor speech. Sen. Tammy Baldwin, D-Wis., said, “This is a decision for sports leagues to thoughtfully craft policy that actually takes seriously what is best for all players, not blanket mandates that will undoubtedly have unintended consequences for the safety of all students.” Still, Republicans nationwide appear determined to press the issue. During his presidential campaign, Trump found that the topic resonated beyond the usual party lines. More than half the voters surveyed by AP VoteCast said support for transgender rights in government and society has gone too far.

Following Trump’s executive order, the NCAA changed its participation policy for transgender athletes to limit competition in women’s sports to athletes who were assigned female at birth.

In Minnesota Monday, the state House braced for a similar debate on a GOP-backed bill that would apply to primary and secondary schools. Ahead of the debate, several dozen supporters rallied on the steps of the state Capitol in St. Paul, framing the bill as protection for opportunities and safety for girls in sports, and ensuring that they have a level playing field.

Democrats and LGBTQ+ rights activists denounced the measure as bullying.

Following the Senate bill’s failure, Kelley Robinson, the president of Human Rights Campaign, said in a statement: “Every child should have the opportunity to experience the simple joys of being young and making memories with their friends. But bills like these send the message that transgender kids don’t deserve the same opportunities to thrive as their peers simply because of who they are.”"
2/24/2025,Pennsylvania changes policy to follow Trump order on transgender athletes in high school sports,https://apnews.com/article/transgender-athletes-trump-pennsylvania-d17b765e3d66eca489a284042315fa4f,Associated Press,None listed,Pro ,12,"Pennsylvania’s governing body for high school sports has changed its policy that allowed transgender athletes to compete in prep athletics to follow President Donald Trump’s executive order.

The board of the Pennsylvania Interscholastic Athletic Association voted last week to remove a policy that had deferred to school principals to determine an athlete’s “gender” when “questioned or uncertain,” and instead approved one that officials said was designed to comply with Trump’s order.

The new policy defers to principals to determine a student’s “sex” when “questioned or uncertain,” and adds a line that says that, in accordance with Trump’s executive order, “schools are required to consult with their school solicitors relative to compliance with the order.”

Associations in some other states, including Maine, have signaled they may defy the president’s order, while others were taking a wait-and-see approach. Trump signed the order on Feb. 5, giving the federal government wide latitude to pull federal funding from entities that “deprive women and girls of fair athletic opportunities” by allowing transgender athletes to participate. Legal challenges are expected.

In response to Trump’s order, the NCAA revised its transgender participation policy to limit women’s college sports to athletes assigned as female at birth. The National Association of Intercollegiate Athletics, a governing body for smaller schools, effectively banned transgender athletes in 2023 from women’s sports.

The number of transgender athletes competing at the high school and college level is believed to be small, but the topic became a campaign issue for Trump last year as he declared his intent to “keep men out of women’s sports.”"
3/15/2025,VA rescinds transgender veterans' health guidance as department denies policy change,https://www.npr.org/2025/03/14/nx-s1-5328733/va-transgender-veterans-memo,NPR,Huo Jingnan,Pro ,"5, 19","The Veterans Affairs Department on Friday reversed a policy that had protected gender-affirming healthcare provided to transgender veterans, causing confusion and fear in the community.

In an internal VA memo seen by NPR Friday, the VA says it's rescinding Directive 1341, which contains detailed guidance on the kinds of care transgender veterans can receive at VA facilities. The policy had also directed healthcare providers to use pronouns veterans preferred, directed facilities to allow veterans to use bathrooms and be assigned rooms in accordance with their self-identified gender.

The internal memo said that the rescission of the directive ""does not affect existing clinical guidance"" and that the VA ""affirms its commitment to provide care to all Veterans."" After this story was published, VA press secretary Peter Kasperowicz reached out to NPR and denied that there was a policy change. He did not respond to NPR's request to verify the authenticity of the internal memo that announced the policy change before or after publication of NPR's story.

By Saturday evening the memo was publicly available on the VA web site.

In a statement Saturday, Rep. Mark Takano (D-CA) says the VA is ""allowing veterans to be a pawn in the president's cruel political games.""

""VA's decision to rescind its directive on providing healthcare for transgender and intersex veterans and VA's announcement that it will be taking additional steps to undertake rulemaking to revise the care offered to transgender veterans are both shameful and cruel"" said Takano, who is the highest ranking Democrat on the House Committee on Veterans' Affairs.

Advocates had been bracing for the rescinding of the directive.

""It's disingenuous."" said Lindsay Church, executive director of advocacy group Minority Veterans of America. ""Transgender veterans now have to ask themselves: 'Is it worth it for me to get my care at VA? Am I safe to do so? What are the discriminatory factors that I will have to face in order for me to even go to the bathroom?'""

While transgender people make up a small percentage of the population, research suggests that they are more likely to serve in the military.

VA's research shows that veterans who are sexual minorities — including LGBTQIA, non-binary, intersex and other veterans — are more likely than average veterans to take their own lives; that figure is higher for transgender veterans. Veterans have a higher average suicide rate than the general population.

In the internal memo, the VA also said it will ""conduct a comprehensive review of care with respect to trans-identifying Veterans and will undergo the rulemaking process to revise the medical benefits package as deemed necessary"".

Church said advocates for these veterans are concerned the upcoming rule review could mean wholesale rollback on transgender health at the VA.

The VA currently offers gender-affirming healthcare that includes hormone treatment, prosthetic devices, as well as tools to help transgender veterans present as their gender identity.

While the VA does not offer gender-affirming surgeries, the rescinded directive also stipulated that veterans could receive surgeries for other medical conditions that also happen to be gender-affirming, such as procedures mitigating cancer risks.

Even before the VA rescinded Directive 1341 on Friday, VA staff members told NPR that they have been receiving more calls from trans veterans worried about trusting their healthcare providers.

In the wake of the White House executive order that says it's now U.S. policy to ""recognize two sexes, male and female,"" the VA has removed references to the group on some of its websites as well as in internal documents in its healthcare system.

The VA has yet to respond to requests for comment on the new directive.

NPR's Quil Lawrence contributed to this report"
3/5/2025,"NPS takes down web pages dedicated to transgender activists and LGBTQ history
",https://www.npr.org/2025/03/05/nx-s1-5318767/nps-lgbtq-transgender-history,NPR,Neda Ulaby,Pro ,4,"Just weeks after references to transgender people vanished from the website for the Stonewall National Monument, National Park Service web pages once dedicated to figures such as Marsha P. Johnson and Sylvia Rivera have now disappeared. Both were transgender activists and key figures in the Stonewall Uprising in 1969. That protest against police during a raid on a Greenwich Village gay bar became a flashpoint in the struggle for LGBTQ civil rights (A photograph of Johnson remains on the NPS site, but with no mention of her role.)

This is part of an ongoing move by the federal government to remove and alter National Park Service webpages related to LGBTQ history. Much of the censorship appears to be slipshod. Some links to a ""theme study,"" containing dozens of pages of research about LGBTQ U.S. history, are now dead; others work fine. The letters ""T"" and ""Q,"" standing for ""transgender"" and ""queer,"" have been excised from the LGBTQ acronym on some NPS webpages but remain on others. And an NPS page dedicated to the achievements of Pauli Murray, a civil rights activist and an Episcopal priest, and that discusses her gender identity, no longer works, but a link that shows her family home remains active.

The NPS has completely shut down several sites including one about Philadelphia gay history, one that commemorated a now-closed Black LGBTQ bar in Washington D.C. and a page about an eighteenth century American preacher who appears to have been gender nonconforming.

""These efforts to tamper with our history set an unacceptable precedent,"" said Alan Spears, a senior director at the National Parks Conservation Association, in a statement. ""LGBTQ+ history is history, period. It should remain represented at national parks and on the National Park Service website, so that people all over the world can learn about it from the best of the best in the history preservation business.""

""As mandated by law, dedicated National Park Service staff have poured more than one hundred years of work into preserving, protecting, and interpreting the stories that built our nation,"" the statement continued. ""By removing these educational and historical materials from public access, the administration is making it harder for National Park Service staff to fulfill their obligation to tell the stories of all Americans and maintain an accurate account of history."" The National Parks Conservation Association is a nonpartisan group established in 1919 to help protect the national parks. It called on the federal government to immediately restore the deleted material. In response to NPR's request for comment, an NPS spokesperson emailed, ""The National Park Service is implementing Executive Order 14168 and Secretary's Order 2416:  Federal Register: Defending Women From Gender Ideology Extremism and Restoring Biological Truth to the Federal Government [and] SO 3416 - Ending DEI Programs and Gender Ideology Extremism.""

Michael Bronski, a Harvard University history professor, noted that a disproportionate number of the erasures affected webpages about Black activists and spaces. And he ruefully pointed out that one of the NPS sites that deleted references to queer and transgender Americans was about Cold War attempts to purge LGBTQ people from the government.

""I really see this as a symbolic attack,"" said Bronski, who authored the 2011 book A Queer History of the United States. ""The impulse behind it is to symbolically eradicate all of this progress: all of the government recognitions, gay rights, the presence of gay pride, flags on government buildings.""

""Since you can't get rid of transpeople or gay people, or bisexual people, or queer people, you can try to get rid of documentation about us,"" he added. ""That means you're trying to rewrite history."""
4/7/2025,NCAA bars transgender athletes from women's sports after Trump order,https://www.npr.org/2025/02/07/g-s1-46938/ncaa-transgender-athletes-ban-trump,NPR,None listed (originally from the Associated Press),Anti,12,"The NCAA changed its participation policy for transgender athletes on Thursday, limiting competition in women's sports to athletes who were assigned female at birth.

The move came one day after President Donald Trump signed an executive order intended to ban transgender athletes from girls' and women's sports. The order gives federal agencies latitude to withhold federal funding from entities that do not abide by Title IX in alignment with the Trump administration's view, which interprets ""sex"" as the gender someone was assigned at birth.

The NCAA policy change is effective immediately and applies to all athletes regardless of previous eligibility reviews. The NCAA has some 1,100 member schools with more than 500,000 athletes, easily the largest governing body for college athletics in the U.S.

""We strongly believe that clear, consistent, and uniform eligibility standards would best serve today's student-athletes instead of a patchwork of conflicting state laws and court decisions,"" NCAA President Charlie Baker said. ""To that end, President Trump's order provides a clear, national standard.""

The NCAA's decision was hailed by former Kentucky swimmer Riley Gaines, a vocal advocate of banning transgender athletes from women's sports. Gaines, who was at the White House signing ceremony with Trump, was among more than a dozen college athletes who filed a lawsuit against the NCAA last year, accusing it of violating their Title IX rights by allowing transgender woman Lia Thomas to compete at the national championships in 2022. ""I can't even begin to tell you how vindicating it feels knowing no girl will ever have to experience what my teammates and I did,"" Gaines posted on X shortly after the NCAA announced the policy change.

The previous NCAA policy went into effect in 2022 and adopted a sport-by-sport approach, where transgender participation was determined by the policy of the sport's national governing body. In sports with no national governing body, that sport's international federation policy would be in place. If there is no international federation policy, previously established IOC policy criteria would take over. Over the past year, however, transgender athletes have been targeted by critics who say their participation in women's sports is unfair and a potential safety risk. It became a major talking point in Trump's re-election campaign even though there is believed to be a very small number of transgender athletes; Baker last year said he knew of only 10 transgender athletes in the NCAA.

The NCAA's revised policy permits athletes assigned male at birth to practice with women's teams and receive benefits such as medical care. It it not uncommon, for example, for women's basketball teams to practice against fellow students who are male.

Regardless of sex assigned at birth or gender identity, an athlete can practice and compete with a men's team assuming they meet all other NCAA eligibility requirements.

However, the NCAA said an athlete assigned female at birth who has begun hormone therapy (testosterone, for example) can practice with a women's team but cannot compete on a women's team without risking the team's eligibility for championships. Member schools remain responsible for certifying athlete eligibility for practice and competition. The NCAA also said schools are subject to local, state and federal legislation and such legislation supersedes NCAA rules.

The NCAA policy change was announced hours after the Trump administration said it was investigating potential civil rights violations at two universities and a high school sports league that allowed transgender athletes to compete on women's teams. The Education Department said it had opened reviews of San Jose State University, the University of Pennsylvania and the Massachusetts Interscholastic Athletic Association.

San Jose State's women's volleyball team drew headlines last season over unconfirmed allegations that the roster included a transgender player. As for Penn, three former teammates of Thomas, the transgender swimmer, this week sued the NCAA, Ivy League, Harvard and the school over Thomas's participation at conference and national championships, saying it violated Title IX provisions."
